"ID";"RegioS";"Perioden";"TotaleBevolking_1"
"17939";"GM0986";"2020JJ00";"   12475"
"17965";"GM0624";"2020JJ00";""
"17991";"GM0625";"2020JJ00";""
"18017";"GM0626";"2020JJ00";"   25596"
"18043";"GM0285";"2020JJ00";"   24552"
"18069";"GM0286";"2020JJ00";""
"18095";"GM0133";"2020JJ00";""
"18121";"GM0186";"2020JJ00";""
"18147";"GM0865";"2020JJ00";"   26558"
"18173";"GM1949";"2020JJ00";"   46090"
"18199";"GM0866";"2020JJ00";"   17456"
"18225";"GM0867";"2020JJ00";"   48637"
"18251";"GM0627";"2020JJ00";"   29291"
"18277";"GM0289";"2020JJ00";"   39664"
"18303";"GM0628";"2020JJ00";""
"18329";"GM0291";"2020JJ00";""
"18355";"GM0869";"2020JJ00";""
"18381";"GM0629";"2020JJ00";"   26305"
"18407";"GM0630";"2020JJ00";""
"18433";"GM0852";"2020JJ00";"   17424"
"18459";"GM0188";"2020JJ00";""
"18485";"GM0988";"2020JJ00";"   50105"
"18511";"GM0457";"2020JJ00";"   19738"
"18537";"GM0292";"2020JJ00";""
"18563";"GM0870";"2020JJ00";""
"18589";"GM0459";"2020JJ00";""
"18615";"GM1960";"2020JJ00";"   51128"
"18641";"GM0668";"2020JJ00";"   19324"
"18667";"GM0134";"2020JJ00";""
"18693";"GM0871";"2020JJ00";""
"18719";"GM0558";"2020JJ00";""
"18745";"GM1969";"2020JJ00";"   63329"
"18771";"GM0725";"2020JJ00";""
"18797";"GM1701";"2020JJ00";"   19460"
"18823";"GM0293";"2020JJ00";"   14971"
"18849";"GM1950";"2020JJ00";"   25733"
"18875";"GM0726";"2020JJ00";""
"18901";"GM1783";"2020JJ00";"  110375"
"18927";"GM0098";"2020JJ00";"   25914"
"18953";"GM0614";"2020JJ00";"   14731"
"18979";"GM0189";"2020JJ00";"   24446"
"19005";"GM0462";"2020JJ00";""
"19031";"GM0463";"2020JJ00";""
"19057";"GM0296";"2020JJ00";"   41110"
"19083";"GM1696";"2020JJ00";"   24358"
"19109";"GM0190";"2020JJ00";""
"19135";"GM0135";"2020JJ00";""
"19161";"GM0352";"2020JJ00";"   23914"
"19187";"GM0872";"2020JJ00";""
"19213";"GM0052";"2020JJ00";""
"19239";"GM0053";"2020JJ00";""
"19265";"GM0294";"2020JJ00";"   28854"
"19291";"GM0295";"2020JJ00";""
"19317";"GM0990";"2020JJ00";""
"19343";"GM0873";"2020JJ00";"   21876"
"19369";"GM0632";"2020JJ00";"   52299"
"19395";"GM0466";"2020JJ00";""
"19421";"GM1690";"2020JJ00";"   24330"
"19447";"GM0880";"2020JJ00";"   16270"
"19473";"GM0351";"2020JJ00";"   13362"
"19499";"GM0874";"2020JJ00";""
"19525";"GM0875";"2020JJ00";""
"19551";"GM0710";"2020JJ00";""
"19577";"GM0683";"2020JJ00";""
"19603";"GM0479";"2020JJ00";"  156794"
"19629";"GM0297";"2020JJ00";"   28881"
"19655";"GM0473";"2020JJ00";"   17116"
"19681";"GM0707";"2020JJ00";""
"19707";"GM0478";"2020JJ00";""
"19733";"GM0050";"2020JJ00";"   22653"
"19759";"GM0355";"2020JJ00";"   64905"
"19785";"GM0298";"2020JJ00";""
"19811";"GM0299";"2020JJ00";"   43750"
"19837";"GM0878";"2020JJ00";""
"19863";"GM1666";"2020JJ00";""
"19889";"GM0732";"2020JJ00";""
"19915";"GM0476";"2020JJ00";""
"19941";"GM0637";"2020JJ00";"  125285"
"19967";"GM0638";"2020JJ00";"    8605"
"19993";"GM0056";"2020JJ00";""
"20019";"GM0136";"2020JJ00";""
"20045";"GM1892";"2020JJ00";"   43885"
"20071";"GM0137";"2020JJ00";""
"20097";"GM0879";"2020JJ00";"   21829"
"20123";"GM0301";"2020JJ00";"   47934"
"20149";"GM1896";"2020JJ00";"   22685"
"20175";"GM0192";"2020JJ00";""
"20201";"GM0138";"2020JJ00";""
"20227";"GM0642";"2020JJ00";"   44737"
"20253";"GM0193";"2020JJ00";"  128840"
